area,floor,h_method,href,huxing,metro,orientation,price,renovation,square,tags,time,title,view
看丹桥 新华街三里,低楼层/24层,整租,/zufang/42796244.html,2室1厅,距离地铁丰台南路511米,南北,4600元/月,简装,65.5平米,"近地铁,拎包入住,集中供暖",2019-04-25,丰台南路，看丹桥科技园精装两居 随时看房，拎包入住,近30天带看  9  次
乔庄 乔庄西区,低楼层/6层,整租,/zufang/42780938.html,1室1厅,距离地铁北运河西898米,南北,3100元/月,简装,47平米,"近地铁,可短租,拎包入住",2019-04-13,乔庄北运河西 西区温馨干净一居 低层南北通透采光好交通便利,近30天带看  2  次
玉泉营 三环新城7号院,低楼层/31层,整租,/zufang/42756163.html,1室1厅,距离地铁丰台站451米,南,5800元/月,精装,65平米,"近地铁,拎包入住",2019-04-05,三环新城7号院 大一居室 精装修 拎包入住,近30天带看  8  次
芍药居 芍药居甲2号院,中楼层/6层,整租,/zufang/42751292.html,1室1厅,距离地铁芍药居426米,南,5800元/月,简装,45平米,"近地铁,拎包入住,集中供暖",2019-04-03,芍药居甲2号院 对外经贸北服 中日医院 地铁10/13线,近30天带看  10  次
六里桥 六里桥北里小区,中楼层/6层,整租,/zufang/42741189.html,1室1厅,距离地铁六里桥754米,南,4500元/月,精装,45平米,"近地铁,随时看",2019-04-06,六里桥 地铁沿线 正规一居出租,近30天带看  13  次
苏州桥 三义庙,中楼层/6层,整租,/zufang/42721748.html,1室1厅,距离地铁人民大学825米,南北,4000元/月,精装,50平米,"近地铁,拎包入住,集中供暖",2019-04-02,4/10 三义庙 西海国际 人大 理工,近30天带看  9  次
朝青 华纺易城,高楼层/18层,整租,/zufang/42717490.html,2室2厅,距离地铁青年路854米,南北,9000元/月,精装,95平米,"近地铁,随时看,拎包入住,集中供暖",2019-03-29,华纺易城精装南北通透两居出租朝青，大悦城附近，六号线,近30天带看  10  次
清河 清缘东里,高楼层/13层,整租,/zufang/42714918.html,2室1厅,距离地铁永泰庄1046米,西北,7100元/月,精装,80平米,"近地铁,随时看",2019-03-29,精装大两居 地铁8号线永泰庄站 清缘东里 看房联系,近30天带看  9  次
看丹桥 新华街三里,中楼层/27层,整租,/zufang/42703165.html,2室1厅,距离地铁丰台南路511米,东,6200元/月,精装,88平米,"近地铁,拎包入住,集中供暖",2019-03-27,看丹桥 丰台南路 新华街三里 精装两居·业主直租随时看房,近30天带看  9  次
万泉河 稻香园南区,中楼层/16层,整租,/zufang/42691786.html,2室1厅,距离地铁苏州街684米,东北,8500元/月,简装,88平米,"近地铁,随时看,可短租,集中供暖",2019-03-26,稻香园南区 塔楼两居带电梯 短租到年底 有钥匙,近30天带看  11  次
望京 南湖东园一区,低楼层/28层,整租,/zufang/42684326.html,3室1厅,距离地铁望京509米,南北,10000元/月,精装,107平米,"近地铁,拎包入住,集中供暖",2019-03-24,望京站旁南湖东园精装三居拎包入住 随时看房,近30天带看  14  次
牡丹园 二轻宿舍,低楼层/5层,整租,/zufang/42665621.html,2室1厅,距离地铁牡丹园728米,南,7600元/月,精装,55平米,"近地铁,拎包入住,集中供暖",2019-03-21,十号线 牡丹园 塔院二轻宿舍 精装双南两居 随时入住,近30天带看  12  次
朝青 华纺易城,中楼层/12层,整租,/zufang/42551585.html,2室2厅,距离地铁青年路854米,西北,9200元/月,精装,90平米,"近地铁,随时看",2019-03-06,华纺易城精装两居出租朝青，大悦城附近，六号线,近30天带看  15  次
酒仙桥 飘HOME,中楼层/25层,整租,/zufang/42752841.html,1室1厅,距离地铁将台108米,西,7000元/月,精装,63平米,"近地铁,拎包入住,集中供暖",2019-04-04,望京酒仙桥飘HOME芳园里高家园一居全家具家电,近30天带看  5  次
东直门外 十字坡西里,顶层/6层,整租,/zufang/42739268.html,3室1厅,距离地铁东直门302米,南北,9800元/月,精装,60平米,"近地铁,随时看,拎包入住,集中供暖",2019-04-05,东直门十字坡少有三居室,近30天带看  3  次
玉泉营 三环新城6号院,中楼层/24层,整租,/zufang/42735109.html,3室1厅,距离地铁丰台站525米,南西北,8500元/月,简装,120平米,"近地铁,随时看,拎包入住",2019-04-02,三环新城6号院 3室2厅2卫 有钥匙 随时看,近30天带看  4  次
东坝 朝阳新城五区,低楼层/6层,整租,/zufang/42731642.html,2室1厅,近30天带看  1  次,南北,5000元/月,简装,88平米,拎包入住,,东坝 朝阳新城低楼层两居 出入方便 安静舒适,
常营 金隅丽景园,高楼层/28层,整租,/zufang/42706182.html,1室1厅,距离地铁草房315米,东,5000元/月,精装,50平米,"近地铁,随时看,拎包入住",2019-03-30,朝阳常营精装一居室 家具家电齐全 随时拎包入住,近30天带看  5  次
团结湖 水碓子西里,中楼层/12层,整租,/zufang/42684671.html,2室1厅,距离地铁呼家楼540米,南,7900元/月,精装,60平米,"近地铁,随时看,拎包入住,集中供暖",2019-04-04,东三环呼家楼 团结湖 团结湖公园对面精装大两居,近30天带看  2  次
九棵树(家乐福) 阿尔法社区D区,中楼层/6层,整租,/zufang/500005935.html,2室1厅,近30天带看  1  次,南北,4400元/月,精装,89平米,拎包入住,,阿尔法精装家电全齐两居室，南北通透，看房提前联系,
望京 上京新航线,中楼层/26层,整租,/zufang/500003802.html,3室1厅,距离地铁东湖渠206米,南,17500元/月,精装,168平米,"近地铁,拎包入住,集中供暖",2019-04-17,上京新航线 业主直租 找居家客户,近30天带看  8  次
白石桥 中关村南大街40号,中楼层/22层,整租,/zufang/500001908.html,1室1厅,距离地铁国家图书馆428米,西北,6700元/月,精装,48平米,"近地铁,随时看,拎包入住,集中供暖",2019-04-12,建筑设计院 气象局西门 国家图书馆 神舟大厦 精装一居,近30天带看  3  次
惠新西街 胜古北里,底层/6层,整租,/zufang/500000792.html,2室1厅,距离地铁惠新西街南口232米,南北,6800元/月,精装,55平米,"近地铁,拎包入住,集中供暖",2019-04-12,安贞 胜古北里 南北通透两居 惠新西街南口 安贞门元大都,近30天带看  1  次
北苑 恒大名都嘉园,高楼层/28层,整租,/zufang/42763803.html,2室1厅,距离地铁北苑路北1228米,南,8800元/月,精装,80平米,"近地铁,随时看,拎包入住,集中供暖",2019-04-06,恒大名都齐全南北两居室 集中供暖 装修精美 随时看房,近30天带看  1  次
安贞 安贞西里二区,中楼层/6层,整租,/zufang/500021305.html,2室1厅,距离地铁北土城434米,南北,6200元/月,精装,73.17平米,"近地铁,随时看,拎包入住,集中供暖",2019-04-23,安贞西里两室一厅 南北通透 精装修拎包住,近30天带看  1  次
方庄 GOGO新世代,中楼层/30层,整租,/zufang/42793140.html,1室1厅,距离地铁蒲黄榆105米,东,5500元/月,精装,46.39平米,"近地铁,随时看,拎包入住",2019-04-14,蒲黄榆地铁 gogog新世代 精装一居 随时看房,近30天带看  2  次
建国门 大羊宜宾胡同33号院,底层/7层,整租,/zufang/42790379.html,2室1厅,距离地铁建国门698米,南北,9500元/月,精装,70平米,"近地铁,拎包入住",2019-04-12,金宝街 朝阳门 东单 大羊宜宾胡同低楼层两居,近30天带看  1  次
安贞 城市出品,中楼层/16层,整租,/zufang/42790295.html,3室2厅,距离地铁和平西桥513米,南北,16000元/月,简装,131平米,"近地铁,拎包入住,集中供暖",2019-04-12,城市出品，年轻人的选择，正规三室两卫，交通便利,近30天带看  7  次
定福庄 三间房南里4号院,高楼层/6层,整租,/zufang/42790168.html,2室1厅,距离地铁双桥776米,南北,4000元/月,简装,60平米,"近地铁,随时看",2019-04-10,三间房南里4号院 两室一厅出租,近30天带看  1  次
西坝河 光熙门北里,底层/21层,整租,/zufang/42787920.html,2室1厅,距离地铁光熙门417米,南,7500元/月,精装,65平米,"近地铁,集中供暖",2019-04-12,西坝河 爱琴海 光熙门 精装两居 看房提前联系,近30天带看  5  次
酒仙桥 芳园里,中楼层/6层,整租,/zufang/42784222.html,2室1厅,距离地铁将台312米,南北,7500元/月,简装,73平米,"近地铁,可短租,拎包入住,集中供暖",2019-04-13,芳园里两居，临近地铁，户型正，酒仙桥，将台 风景线,近30天带看  2  次
北苑 天怡家园,高楼层/20层,整租,/zufang/42783947.html,3室2厅,近30天带看  3  次,东南,10000元/月,精装,130.79平米,"近地铁,随时看,拎包入住",,5号线立水桥南 北苑天怡家园精装东南三居室 业主直租,
双井 天之骄子,高楼层/17层,整租,/zufang/42780440.html,3室2厅,近30天带看  1  次,东西,14000元/月,精装,141平米,近地铁,,国贸双井 精装修全南双卫三居 拎包入住,
惠新西街 安苑东里一区,高楼层/6层,整租,/zufang/42777573.html,1室1厅,距离地铁惠新西街北口560米,南,6500元/月,简装,41.17平米,"近地铁,拎包入住,集中供暖",2019-04-10,安苑东里一区 一室一厅出租 临近地铁,近30天带看  3  次
五棵松 今日家园,低楼层/24层,整租,/zufang/42777349.html,1室1厅,距离地铁五棵松938米,南,6800元/月,精装,80平米,"近地铁,拎包入住,集中供暖",2019-04-08,五棵松沙窝 太平路 今 日家园 正规大一居高层带电梯品质小区,近30天带看  3  次
石佛营 炫特嘉园三期,低楼层/25层,整租,/zufang/42776503.html,1室1厅,距离地铁十里堡858米,南,6500元/月,精装,67平米,"近地铁,随时看,拎包入住,集中供暖",2019-04-08,十里堡6号线 石佛营 炫特嘉园精装一居,近30天带看  3  次
皂君庙 皂君东里,高楼层/6层,整租,/zufang/42776303.html,2室1厅,距离地铁大钟寺1045米,东西,8600元/月,精装,58平米,"近地铁,随时看,拎包入住,集中供暖",2019-04-08,皂君庙，皂君东里精装两居室法雅体育,近30天带看  3  次
颐和园 小清河邮局宿舍,中楼层/6层,整租,/zufang/42774142.html,2室1厅,距离地铁农大南路1138米,南北,7000元/月,豪装,54.5平米,"近地铁,拎包入住,集中供暖",2019-04-11,小清河邮局宿舍，大两居出租，,近30天带看  5  次
看丹桥 新华街三里,低楼层/27层,整租,/zufang/42773710.html,2室1厅,距离地铁丰台南路511米,南,5900元/月,精装,88平米,"近地铁,可短租,拎包入住,集中供暖",2019-04-07,看丹桥 丰台南路 精装全南向大两居 拎包入住 随时看房,近30天带看  5  次
看丹桥 建国街一里,顶层/6层,整租,/zufang/42772642.html,2室1厅,距离地铁丰台南路813米,南北,4200元/月,简装,65平米,"近地铁,随时看",2019-04-14,建国街一里   大两居,近30天带看  7  次
枣园 红木林南区,高楼层/28层,整租,/zufang/42767910.html,3室2厅,距离地铁枣园620米,南北,12000元/月,精装,146平米,"近地铁,随时看,集中供暖",2019-04-06,红木林南区，精装三居室，紧邻地铁。,近30天带看  1  次
西坝河 光熙门北里,中楼层/22层,整租,/zufang/42765847.html,2室1厅,距离地铁光熙门417米,南,6800元/月,精装,70平米,"近地铁,随时看,拎包入住,集中供暖",2019-04-06,西坝河 光熙门北里精装两居室好房业主直租拎包入住,近30天带看  6  次
西坝河 光熙门北里,中楼层/22层,整租,/zufang/42765215.html,1室1厅,距离地铁光熙门417米,南,6000元/月,豪装,50平米,"近地铁,随时看,拎包入住,集中供暖",2019-04-06,13号线城铁 西坝河 国展 光熙门北里精装一居室,近30天带看  6  次
定福庄 花园闸北里小区,中楼层/18层,整租,/zufang/42764453.html,1室1厅,距离地铁传媒大学566米,西南,5000元/月,精装,60平米,"近地铁,随时看,拎包入住,集中供暖",2019-04-05,8通线 朝阳路大黄庄桥东财满街京通快速优雅一居 拎包从速,近30天带看  1  次
看丹桥 新华街三里,中楼层/27层,整租,/zufang/42763676.html,1室1厅,距离地铁丰台南路511米,南,4700元/月,简装,70平米,"近地铁,随时看,集中供暖",2019-04-06,新华街三里精装两居，临近地铁，随时入住。,近30天带看  6  次
五棵松 今日家园,中楼层/18层,整租,/zufang/42748515.html,3室2厅,距离地铁五棵松938米,南,9000元/月,精装,106平米,"近地铁,拎包入住,集中供暖",2019-04-03,五棵松新上房源 今日家园 带车位 精装三居 看房有钥匙,近30天带看  10  次
西直门 明光村小区,高楼层/18层,整租,/zufang/42748107.html,2室1厅,距离地铁大钟寺1382米,南,8500元/月,精装,70.6平米,"近地铁,拎包入住,集中供暖",2019-04-03,明光桥 明光村两居出租 看房预约,近30天带看  12  次
亦庄开发区 南海雅苑南区,中楼层/21层,整租,/zufang/42626798.html,2室1厅,近30天带看  3  次,西,4000元/月,简装,75平米,"随时看,集中供暖",,南海雅苑正规两居室 拎包入住,
王府井 王府井平房区,底层/1层,整租,/zufang/500014787.html,2室1厅,距离地铁中国美术馆155米,南北,9000元/月,精装,70平米,"近地铁,随时看,拎包入住",2019-04-18,东四灯市口报房胡同前厂胡同精装四合院复式一居干净温馨,近30天带看  4  次
健翔桥 华亭嘉园,中楼层/32层,整租,/zufang/500014167.html,3室1厅,距离地铁奥体中心761米,南东北,17000元/月,精装,158平米,"近地铁,随时看,拎包入住,集中供暖",2019-04-18,健翔桥华亭嘉园 业主直租 精装三居 带车位 全新家电,近30天带看  1  次
花乡 鸿业兴园一区,中楼层/21层,整租,/zufang/500013982.html,1室1厅,距离地铁科怡路896米,西,5300元/月,精装,58平米,"近地铁,随时看",2019-04-18,鸿业兴园 温馨一居 新鲜出炉,近30天带看  2  次
顺义城 裕龙花园三区,高楼层/22层,整租,/zufang/500012717.html,1室1厅,距离地铁顺义1367米,南,3600元/月,精装,70平米,近地铁,2019-04-20,裕龙花园三区 精装修一居室 电梯房,近30天带看  1  次
厂洼 厂洼街3号院,高楼层/6层,整租,/zufang/500012583.html,3室1厅,距离地铁车道沟1008米,南北,11000元/月,精装,95.4平米,"近地铁,随时看,集中供暖",2019-04-17,急租！房东近期要去别处工作，长期出租，机会难得！,近30天带看  4  次
安定门 黄寺大街2号院,中楼层/6层,整租,/zufang/500012020.html,2室1厅,距离地铁安德里北街763米,南北,7500元/月,简装,60平米,"近地铁,集中供暖",2019-04-18,青年湖公园青年湖东里黄寺大街2号院安德里北街,近30天带看  3  次
学院路 八家嘉苑,顶层/29层,整租,/zufang/500011765.html,1室1厅,近30天带看  7  次,南,6500元/月,精装,64平米,"随时看,拎包入住,集中供暖",,学院路 八家嘉园 全南向带电梯 业主直租 精装大一居室,
厂洼 厂洼街1号院,高楼层/6层,整租,/zufang/500011100.html,2室1厅,距离地铁车道沟1186米,南北,8800元/月,精装,65平米,"近地铁,随时看,拎包入住,集中供暖",2019-04-17,厂洼精装二居，南北通透，长期稳定出租,近30天带看  4  次
德胜门 德胜里西街3号,中楼层/4层,整租,/zufang/500010569.html,1室1厅,距离地铁积水潭674米,南,6000元/月,豪装,42平米,"近地铁,随时看,可短租,集中供暖",2019-04-17,德胜门·德胜里西街3号，可短租，随时看,近30天带看  1  次
天通苑 天通西苑二区,中楼层/18层,整租,/zufang/500009868.html,2室1厅,近30天带看  5  次,南,6300元/月,精装,83.26平米,"随时看,可短租,拎包入住",,业主直租 五号线天通苑站 无杂费 全南向两居室 温馨舒适,
角门 角门12号院,中楼层/14层,整租,/zufang/500008912.html,2室1厅,距离地铁角门西527米,南北,8500元/月,精装,106.58平米,"近地铁,随时看,拎包入住,集中供暖",2019-04-18,角门西角门12号院三居室地铁4+10好双线欢迎随时预约看房,近30天带看  3  次
魏公村 万寿寺甲2号院,顶层/5层,整租,/zufang/500008870.html,2室1厅,距离地铁魏公村1189米,南北,8500元/月,精装,60平米,"近地铁,拎包入住,集中供暖",2019-04-19,万寿寺甲2精装二居，看房提前联系,近30天带看  5  次
霍营 龙锦苑东五区,底层/6层,整租,/zufang/500008044.html,2室1厅,近30天带看  2  次,南北,4600元/月,精装,110平米,随时看,,邻地铁8号线，龙锦苑东五区，精装二居  出行方便 看房方便,
老山 老山西里,中楼层/16层,整租,/zufang/500008019.html,2室1厅,距离地铁八角游乐园727米,南,4800元/月,精装,65平米,"近地铁,随时看",2019-04-14,鲁谷八角 万达对面 老山西里 精装两居 4800随时看房,近30天带看  2  次
德胜门 双旗杆东里,顶层/5层,整租,/zufang/500006480.html,2室1厅,近30天带看  2  次,南,7000元/月,简装,44.6平米,"随时看,拎包入住,集中供暖",,"双旗杆两居,朝南，可长租，房子整体装修不错",
西三旗 育新花园,中楼层/6层,整租,/zufang/42749870.html,2室1厅,距离地铁育新418米,东南,5800元/月,简装,59.4平米,近地铁,2019-04-13,西三旗 8号线育新地铁站育新花园精装两居室随时看房随之入住,近30天带看  4  次
潞苑 华龙小区,顶层/6层,整租,/zufang/42725380.html,3室1厅,近30天带看  7  次,南北,4500元/月,精装,100平米,"拎包入住,集中供暖",,通州北关 华龙小区 交通便利 配套齐全,
五道口 东升园公寓,低楼层/12层,整租,/zufang/42708324.html,2室1厅,距离地铁五道口392米,南北,11000元/月,精装,90平米,"近地铁,拎包入住,集中供暖",2019-03-28,东升双南向大2居采光好,近30天带看  8  次
百子湾 百子湾家园C区,低楼层/16层,整租,/zufang/42689160.html,2室1厅,距离地铁四惠东1119米,南,7800元/月,精装,101.79平米,"近地铁,随时看",2019-03-29,双井 国贸 7号线  百子湾家园精装两居室出租。,近30天带看  7  次
五道口 清华园,顶层/6层,整租,/zufang/42686226.html,2室1厅,距离地铁五道口788米,南,7800元/月,简装,50平米,"近地铁,随时看,拎包入住,集中供暖",2019-03-24,清华园小区 精装双南向两居室 随时住 可长租,近30天带看  9  次
立水桥 地质大院,顶层/6层,整租,/zufang/42680613.html,2室1厅,距离地铁立水桥590米,南北,5500元/月,简装,59.13平米,"近地铁,随时看,拎包入住,集中供暖",2019-03-24,正规两居，无隔断交通便利，干净整洁先到先得,近30天带看  6  次
亚运村 安慧北里逸园,高楼层/26层,整租,/zufang/42672863.html,2室1厅,距离地铁大屯路东500米,西南,8000元/月,简装,76.59平米,"近地铁,拎包入住,集中供暖",2019-04-09,安慧北里逸园新上精装两居室,近30天带看  3  次
酒仙桥 酒仙桥三街坊,顶层/6层,整租,/zufang/42665372.html,3室1厅,距离地铁将台1316米,南,7000元/月,精装,80.25平米,"近地铁,随时看,拎包入住,集中供暖",2019-03-21,酒仙桥三街坊南北通透两居室邻久隆百货898将台站,近30天带看  1  次
西坝河 光熙门北里,高楼层/21层,整租,/zufang/42659513.html,1室1厅,距离地铁光熙门417米,南,5600元/月,精装,52平米,"近地铁,随时看,拎包入住,集中供暖",2019-03-21,光熙门精装修南向一居室,近30天带看  4  次
红庙 呼家楼新街大院,顶层/6层,整租,/zufang/42647039.html,2室1厅,距离地铁金台夕照601米,南,8000元/月,简装,72平米,"近地铁,随时看,拎包入住,集中供暖",2019-04-10,大裤衩旁，朝阳路新街大院新上双南两居室，拎包住,近30天带看  2  次
定福庄 绿岛苑西区,顶层/24层,整租,/zufang/42634675.html,3室1厅,距离地铁传媒大学1116米,东南,7200元/月,简装,106平米,"近地铁,随时看",2019-03-19,朝阳路 大黄庄桥东 绿岛苑 拎包入住 业主直租,近30天带看  1  次
团结湖 团结湖中路南三条,高楼层/6层,整租,/zufang/42631918.html,3室1厅,距离地铁金台路674米,南北,8500元/月,精装,62平米,"近地铁,随时看,可短租,拎包入住",2019-03-17,东三环/锦湖园公寓/团结湖北口/团结湖中路三居室,近30天带看  1  次
崇文门 新裕家园,低楼层/16层,整租,/zufang/42629103.html,2室1厅,距离地铁磁器口323米,南北,12500元/月,简装,104平米,"近地铁,随时看,拎包入住,集中供暖",2019-03-17,磁器口新裕家园商品房南向两居 新景家园幸福家园,近30天带看  8  次
东直门外 察慈小区,高楼层/14层,整租,/zufang/42626469.html,1室1厅,距离地铁东直门357米,南,6300元/月,精装,49.33平米,"近地铁,随时看",2019-03-18,东直门察慈小区一居室 高楼层 随时看房,近30天带看  7  次
顺义城 裕龙花园三区,中楼层/18层,整租,/zufang/42594578.html,2室1厅,距离地铁顺义1367米,南北,3599元/月,精装,70平米,近地铁,2019-03-12,裕龙花园三区 精装修一居室 价格可议,近30天带看  1  次
清河 永泰园新地标,低楼层/28层,整租,/zufang/42587920.html,2室1厅,距离地铁永泰庄652米,北,7000元/月,精装,86.6平米,"近地铁,随时看",2019-03-18,海淀 清河 永泰新地标精装两居室,近30天带看  4  次
东大桥 向军北里,中楼层/6层,整租,/zufang/42574324.html,3室1厅,距离地铁呼家楼211米,南北,11000元/月,精装,77平米,"近地铁,随时看,拎包入住,集中供暖",2019-03-09,新上白家庄，呼家楼，东大桥，三里屯附近向军北里,近30天带看  2  次
卢沟桥 晓月苑一里,高楼层/6层,整租,/zufang/42571761.html,1室1厅,近30天带看  4  次,南北,3300元/月,简装,57平米,"随时看,集中供暖",,晓月苑一里南北通透一居室出租 户型好 采光充足 包物业取暖,
红庙 呼家楼新街大院,中楼层/5层,整租,/zufang/42510459.html,3室1厅,距离地铁金台夕照601米,南北,7500元/月,简装,65平米,"近地铁,拎包入住",2019-03-11,呼家楼正规三居室，南北通透，干净敞亮,近30天带看  1  次
定福庄 定福庄北里1号院,中楼层/6层,整租,/zufang/42488462.html,2室1厅,距离地铁褡裢坡702米,南,5800元/月,精装,60平米,"近地铁,拎包入住,集中供暖",2019-02-25,定福庄北里1号院 朝阳路 6号线褡裢坡地铁,近30天带看  4  次
和义 和义东里,低楼层/6层,整租,/zufang/42794532.html,1室1厅,距离地铁和义359米,南,3500元/月,简装,50平米,"近地铁,随时看",2019-04-20,和义东里 南向一居室 全齐 随时入住,近30天带看  2  次
天通苑 天通苑西一区,中楼层/13层,整租,/zufang/42779900.html,2室1厅,距离地铁天通苑南378米,西南,7000元/月,精装,100平米,"近地铁,随时看,拎包入住,集中供暖",2019-04-21,天通苑地铁精装修业主两居室，有钥匙,近30天带看  2  次
龙泽 融泽嘉园6号院,中楼层/31层,整租,/zufang/42765366.html,3室1厅,距离地铁龙泽893米,南北,7200元/月,简装,93平米,"近地铁,随时看",2019-04-07,地铁西二旗龙泽站 上地十街 七街 软件园 百度科技园,近30天带看  7  次
欢乐谷 翠成馨园A区,高楼层/6层,整租,/zufang/42760702.html,2室1厅,距离地铁欢乐谷景区1092米,南北,6300元/月,精装,105平米,"近地铁,集中供暖",2019-04-06,翠成馨园A区集中供暖欢乐谷景区旁,近30天带看  2  次
龙泽 新龙城,高楼层/20层,整租,/zufang/42753572.html,1室0厅,距离地铁龙泽438米,北,5500元/月,精装,47平米,"近地铁,拎包入住",2019-04-03,回龙观 新龙城 精装开间 电梯房 近龙泽站,近30天带看  1  次
老山 老山东里,顶层/6层,整租,/zufang/42752379.html,2室1厅,距离地铁八角游乐园992米,南北,4500元/月,精装,52平米,"近地铁,随时看,拎包入住,集中供暖",2019-04-04,鲁谷八角地铁 老山东里 正规两居 中楼层 精装拎包入住,近30天带看  2  次
灯市口 玉石胡同,中楼层/7层,整租,/zufang/42752363.html,1室1厅,距离地铁中国美术馆329米,南,7000元/月,精装,50平米,"近地铁,拎包入住,集中供暖",2019-04-03,东四地铁  灯市口大街西堂子胡同 甘雨胡同人艺剧场附近一居,近30天带看  2  次
苏州桥 中湾国际,中楼层/19层,整租,/zufang/42751684.html,1室1厅,距离地铁苏州街670米,南,8700元/月,精装,55平米,"近地铁,拎包入住,集中供暖",2019-04-06,中湾国际酒店式公寓大河庄苑远中悦莱业主直租的,近30天带看  5  次
西罗园 西罗园一区,中楼层/22层,整租,/zufang/42751645.html,1室1厅,距离地铁木樨园549米,东南,4300元/月,精装,40平米,"近地铁,集中供暖",2019-04-09,百荣 木樨园桥西公交站 西罗园一区一居出租,近30天带看  5  次
阜成门 北营房西里,高楼层/6层,整租,/zufang/42751526.html,1室1厅,距离地铁阜成门676米,南,6200元/月,精装,40平米,"近地铁,随时看,拎包入住",2019-04-04,北营房西里温馨一居室紧邻阜外医院国宾酒店金融街,近30天带看  1  次
二里庄 二里庄小区,顶层/6层,整租,/zufang/42751427.html,2室1厅,距离地铁北沙滩477米,东南西,7200元/月,精装,65平米,"近地铁,随时看,拎包入住,集中供暖",2019-04-03,二里庄精装两居室，采光好，温馨舒适，看房联系,近30天带看  1  次
新街口 新街口西里一区,顶层/6层,整租,/zufang/42750829.html,3室1厅,距离地铁积水潭463米,南北,10500元/月,简装,91.01平米,近地铁,2019-04-04,新街口西里一区 复式三居室 紧邻物美新华百货 南北通透,近30天带看  3  次
方庄 芳城园一区,中楼层/30层,整租,/zufang/42750693.html,2室1厅,距离地铁方庄541米,南,7000元/月,精装,70平米,"近地铁,拎包入住,集中供暖",2019-04-03,精装修两居室，独立物业，中层，南向，拎包入住,近30天带看  2  次
工体 春秀路小区,中楼层/6层,整租,/zufang/42750582.html,2室1厅,近30天带看  2  次,南,8700元/月,精装,53平米,"近地铁,随时看",,业主出租春秀路小区精装二居随时看房,
西坝河 西坝河西里,中楼层/16层,整租,/zufang/42750427.html,2室1厅,距离地铁光熙门563米,东,6500元/月,简装,60.81平米,"近地铁,随时看,拎包入住,集中供暖",2019-04-03,重庆饭店光熙门13号线西坝河西里简装两居随时看,近30天带看  1  次
玉泉营 中景理想家,中楼层/20层,整租,/zufang/42749286.html,2室1厅,距离地铁首经贸894米,南,5500元/月,简装,55平米,"近地铁,拎包入住",2019-04-03,地铁十号线 丰台站 中景理想家,近30天带看  3  次
望京 望京路3号院,高楼层/6层,整租,/zufang/42749246.html,1室1厅,距离地铁阜通129米,南北,6000元/月,精装,50平米,"近地铁,随时看,拎包入住,集中供暖",2019-04-16,地铁阜通站盘 实用性1居 精装 配齐,近30天带看  3  次
马家堡 星河苑1号院,高楼层/18层,整租,/zufang/42749050.html,1室1厅,距离地铁公益西桥490米,北,5300元/月,精装,47平米,"近地铁,随时看,拎包入住,集中供暖",2019-04-04,星河苑 精装一室一厅 47平米 业主直租 随时看房,近30天带看  3  次
顺义城 西辛北区,低楼层/16层,整租,/zufang/42748835.html,3室1厅,距离地铁石门1172米,南北,5000元/月,精装,104平米,"近地铁,集中供暖",2019-04-04,石门地铁，西辛北区，卧龙公园，三室一厅,近30天带看  2  次
马甸 马甸月季园,中楼层/9层,整租,/zufang/42748480.html,1室1厅,距离地铁牡丹园595米,西南,6800元/月,精装,48平米,"近地铁,随时看,拎包入住,集中供暖",2019-04-15,马甸牡丹园地铁北太平庄  月季园小区 带电梯 业主直租随时住,近30天带看  1  次
立水桥 北京北小区,中楼层/20层,整租,/zufang/42748099.html,2室1厅,距离地铁立水桥511米,南,6700元/月,精装,70平米,近地铁,2019-04-03,立水桥精装两居室，紧邻城铁，房子优质，出行方便,近30天带看  3  次
顺义城 西辛北区,低楼层/16层,整租,/zufang/42748835.html,3室1厅,距离地铁石门1172米,南北,5000元/月,精装,104平米,"近地铁,集中供暖",2019-04-04,石门地铁，西辛北区，卧龙公园，三室一厅,近30天带看  2  次
马甸 马甸月季园,中楼层/9层,整租,/zufang/42748480.html,1室1厅,距离地铁牡丹园595米,西南,6800元/月,精装,48平米,"近地铁,随时看,拎包入住,集中供暖",2019-04-15,马甸牡丹园地铁北太平庄  月季园小区 带电梯 业主直租随时住,近30天带看  1  次
立水桥 北京北小区,中楼层/20层,整租,/zufang/42748099.html,2室1厅,距离地铁立水桥511米,南,6700元/月,精装,70平米,近地铁,2019-04-03,立水桥精装两居室，紧邻城铁，房子优质，出行方便,近30天带看  3  次
苏州桥 大河庄苑,中楼层/16层,整租,/zufang/42748028.html,1室1厅,距离地铁苏州街630米,南,9500元/月,精装,70平米,"近地铁,拎包入住,集中供暖",2019-04-05,中关村大河庄苑一室一厅，邻近中湾国际，稻香园，西屋国际,近30天带看  5  次
望京 上京新航线,中楼层/26层,整租,/zufang/42747621.html,2室1厅,距离地铁东湖渠206米,南,13000元/月,精装,103平米,"近地铁,拎包入住,集中供暖",2019-04-03,上京新航线 全南向大两居 拎包入住,近30天带看  6  次
甘家口 阜光里,中楼层/6层,整租,/zufang/42747591.html,3室1厅,距离地铁白堆子490米,南北,9800元/月,简装,85平米,"近地铁,集中供暖",2019-04-03,阜光里，三居出租，南北通透，白堆子地铁，甘家口,近30天带看  3  次
苹果园 西山奥园,低楼层/21层,整租,/zufang/42747533.html,2室1厅,距离地铁苹果园1145米,南,5700元/月,精装,85平米,"近地铁,集中供暖",2019-04-03,西山奥园 精装全齐两居室 南北采光好 停车方便,近30天带看  2  次
