area,floor,h_method,href,huxing,metro,orientation,price,renovation,square,tags,time,title,view
德胜门 新明胡同,中楼层/6层,整租,/zufang/42549561.html,2室1厅,距离地铁积水潭1291米,南,8500,精装,103.5平米,"近地铁,可短租,集中供暖",2019/3/6,新明胡同二室一厅一卫,近30天带看  5  次
龙泽 融泽嘉园2号院,中楼层/34层,整租,/zufang/42549356.html,2室1厅,距离地铁龙泽814米,南,6800,精装,98平米,"近地铁,随时看",2019/3/29,西二旗大街丶融泽嘉园 龙域购物中心  后厂村直达软件园,近30天带看  2  次
青塔 青塔南里,低楼层/28层,整租,/zufang/42549282.html,2室1厅,近30天带看  2  次,东西,5000,精装,85平米,随时看,,新上 青塔西路 青塔南里精装二居室 看房方便,
陶然亭 黑窑厂东街,高楼层/6层,整租,/zufang/42548936.html,2室1厅,距离地铁陶然亭743米,南北,6500,精装,58.31平米,"近地铁,拎包入住",2019/3/15,黑窑厂东街，精装两居室，陶然亭地铁，畅柳园小区,近30天带看  1  次
亚运村 观巢,低楼层/20层,整租,/zufang/42548720.html,1室1厅,距离地铁安立路416米,东,19000,精装,111.72平米,"近地铁,随时看,拎包入住,集中供暖",2019/3/6,亚运村 观巢大厦 新上豪装一居室,近30天带看  2  次
德胜门 德隆家园9号院,低楼层/20层,整租,/zufang/42548674.html,2室1厅,距离地铁积水潭927米,西南,8500,精装,69.57平米,"近地铁,随时看",2019/3/6,德胜门 安德路德隆家园9号院正规西南两居 拎包入住,近30天带看  7  次
白纸坊 天缘公寓,低楼层/31层,整租,/zufang/42548553.html,4室2厅,近30天带看  3  次,西,17000,简装,187.25平米,集中供暖,,天缘公寓 朝南采光 塔楼高层 看房方便,
长椿街 西便门内大街79号院,顶层/6层,整租,/zufang/42548314.html,2室1厅,距离地铁广安门内871米,南北,6400,精装,58.27平米,"近地铁,拎包入住",2019/3/5,西便门内大街79号院二室一厅一卫,近30天带看  4  次
长阳 西悦雅居,顶层/12层,整租,/zufang/42548247.html,2室1厅,近30天带看  2  次,南,3800,简装,89.5平米,随时看,,长阳半岛西悦雅居两居室出租,
临河里 DBC加州小镇B区,高楼层/11层,整租,/zufang/42548019.html,3室2厅,近30天带看  4  次,南北,6200,精装,117平米,拎包入住,,加州小镇精装大三居 拎包入住 靠谱出租,
长阳 世茂维拉,高楼层/14层,整租,/zufang/42547400.html,1室1厅,距离地铁广阳城777米,西,2600,精装,60平米,"近地铁,拎包入住,集中供暖",2019/3/26,成熟社区 交通方便 环境好,近30天带看  4  次
圆明园 芙蓉里小区,底层/14层,整租,/zufang/42546531.html,1室1厅,距离地铁北京大学东门1271米,东,6800,简装,43.6平米,"近地铁,集中供暖",2019/3/6,北大西门万小芙蓉里，0蔚秀园。温馨一居。随时看房,近30天带看  7  次
知春路 太月园,中楼层/27层,整租,/zufang/42546107.html,2室1厅,距离地铁知春路541米,西南,12000,简装,99平米,"近地铁,拎包入住,集中供暖",2019/3/9,知春路 北韩南门 太月园 南向大两居 看房预约,近30天带看  9  次
CBD 现代城,底层/30层,整租,/zufang/42545969.html,3室1厅,距离地铁大望路236米,西北,31000,简装,183.56平米,"近地铁,随时看,集中供暖",2019/3/6,国贸CBD大望路地铁口，SOHO现代城出租复式三居室,近30天带看  5  次
长阳 房山区天骄俊园,中楼层/6层,整租,/zufang/42545281.html,2室1厅,距离地铁广阳城773米,南北,3300,简装,90平米,"近地铁,随时看",2019/4/18,房山长阳 天骄俊园+中间楼层+南北向+2居室+有钥匙+随时看,近30天带看  2  次
房山城关 永安西里,顶层/5层,整租,/zufang/42544397.html,1室1厅,距离地铁房山城关1437米,南北,1500,简装,45平米,"近地铁,集中供暖",2019/3/6,房山永安西里南北朝向一居室45平米1500元,近30天带看  3  次
常营 优点社区,中楼层/10层,整租,/zufang/42544161.html,1室1厅,距离地铁常营1076米,东,4500,精装,50平米,"近地铁,随时看,拎包入住",2019/3/6,优点社区精装一居天街华联旁随时看房,近30天带看  7  次
北关 东阁雅舍,高楼层/25层,整租,/zufang/42543750.html,3室1厅,距离地铁通州北关855米,东北,5100,精装,108平米,"近地铁,拎包入住,集中供暖",2019/3/5,6号线北关站 东阁雅舍大三居家电齐邻绿地新光大中心,近30天带看  1  次
玉泉营 三环新城6号院,底层/12层,整租,/zufang/42543375.html,2室1厅,距离地铁丰台站525米,南北,8000,精装,97平米,"近地铁,随时看,拎包入住",2019/3/8,十号线丰台站三环新城 精装两居室 业主直租 拎包入住,近30天带看  2  次
白纸坊 建功南里,低楼层/16层,整租,/zufang/42543170.html,2室1厅,距离地铁广安门内1468米,东北,5500,简装,90平米,"近地铁,集中供暖",2019/3/8,建功南里，精装两居，低楼层，能长租,近30天带看  6  次
西红门 鸿坤理想城大满贯,低楼层/17层,整租,/zufang/42542776.html,1室0厅,距离地铁西红门1183米,东,4200,简装,66.58平米,"近地铁,随时看",2019/3/6,西红门鸿坤理想城大满贯精装一居室出租,近30天带看  2  次
管庄 管庄西里,中楼层/6层,整租,/zufang/42541952.html,2室1厅,距离地铁管庄1053米,南北,6000,精装,70平米,"近地铁,随时看,拎包入住,集中供暖",2019/3/4,常营管庄西里中间楼层精装修业主直租,近30天带看  1  次
天坛 金鱼池东区,中楼层/7层,整租,/zufang/42540801.html,1室1厅,距离地铁桥湾390米,南,6500,精装,50.73平米,"近地铁,随时看",2019/3/7,地铁7号线桥湾站 金鱼池精装大一居 看房随时拎包入住,近30天带看  1  次
燕山 迎风一里,中楼层/5层,整租,/zufang/42540699.html,2室1厅,近30天带看  4  次,南,1500,简装,48.01平米,"随时看,可短租,拎包入住,集中供暖",,迎风一里 三层家电齐全 拎包入住,
德胜门 裕中东里小区,底层/6层,整租,/zufang/42540421.html,2室1厅,距离地铁安华桥441米,南北,7200,简装,60.2平米,"近地铁,随时看,拎包入住,集中供暖",2019/3/4,西城德胜门 马甸桥东 南北通透精装两居室 业主直租,近30天带看  3  次
草桥 风景CLUB,中楼层/15层,整租,/zufang/42538203.html,3室2厅,距离地铁草桥516米,东北,11000,精装,158平米,"近地铁,随时看,集中供暖",2019/3/4,草桥10号线 欣园四区 风景club 精装三居室 拎包入住,近30天带看  1  次
九棵树(家乐福) 瑞都国际,中楼层/15层,整租,/zufang/42537969.html,3室2厅,距离地铁九棵树427米,南北,8000,精装,153平米,"近地铁,拎包入住",2019/3/4,九棵树地铁口瑞都国际精装三居双卫南北通透看房方便,近30天带看  5  次
广渠门 东环居苑,中楼层/22层,整租,/zufang/42537886.html,1室1厅,距离地铁广渠门外665米,南,7000,精装,57平米,"近地铁,拎包入住,集中供暖",2019/3/5,双井 广渠门 东环居苑豪装南向一居室,近30天带看  3  次
永定门 望陶园,中楼层/18层,整租,/zufang/42537057.html,2室1厅,距离地铁永定门外536米,西南,6800,简装,89.7平米,"近地铁,集中供暖",2019/3/5,永定门望陶园二室一厅一卫,近30天带看  7  次
广安门 荣丰2008,底层/20层,整租,/zufang/42536682.html,1室1厅,近30天带看  1  次,东,5000,精装,38平米,"随时看,拎包入住,集中供暖",,荣丰小区  精装开间  看房随时,
牛街 泰和嘉苑,低楼层/25层,整租,/zufang/42536264.html,1室1厅,距离地铁广安门内725米,南,5500,简装,39.95平米,"近地铁,拎包入住,集中供暖",2019/3/6,泰和嘉园祥和家园青春无限,近30天带看  6  次
交通大学 舒至嘉园,中楼层/21层,整租,/zufang/42536131.html,3室1厅,近30天带看  5  次,西南,12500,毛坯,122平米,"近地铁,随时看,拎包入住,集中供暖",,舒至嘉园大三居落地大飘窗,
管庄 柏林爱乐二期,高楼层/24层,整租,/zufang/42535426.html,1室1厅,距离地铁常营892米,西北,5800,精装,82.42平米,"近地铁,随时看,拎包入住,集中供暖",2019/3/3,6号线黄渠站，柏林爱乐精装一居，长楹天街，集中供暖，业主直租,近30天带看  4  次
燕山 杏花西里,顶层/6层,整租,/zufang/42535130.html,2室1厅,距离地铁燕山1336米,南北,1300,简装,59.14平米,"近地铁,随时看,拎包入住,集中供暖",2019/3/4,杏花西里两居室采光好拎包入住,近30天带看  1  次
青塔 长安新城一区,高楼层/17层,整租,/zufang/42534321.html,2室1厅,近30天带看  1  次,南北,6500,精装,90平米,随时看,,南北户型，采光很好，干净整洁,
紫竹桥 昌运宫,中楼层/16层,整租,/zufang/42534280.html,1室1厅,距离地铁花园桥964米,南,6300,简装,57.7平米,"近地铁,随时看,集中供暖",2019/3/29,紫竹桥 昌运宫 市政大厦 南向大一居,近30天带看  4  次
长阳 首创新悦都二区,中楼层/18层,整租,/zufang/42533682.html,3室1厅,近30天带看  5  次,南北,4200,精装,88.54平米,"随时看,集中供暖",,长阳篱笆房 首创新悦都 ，南北通透，交通便利，看房方便,
马驹桥 宏仁家园,高楼层/28层,整租,/zufang/42533471.html,2室1厅,近30天带看  2  次,南,2700,精装,80平米,随时看,,宏仁家园两居室，满五唯一，看房有钥匙,
首都机场 樱花园三区,顶层/6层,整租,/zufang/42533055.html,5室2厅,近30天带看  4  次,南北,7000,精装,159平米,拎包入住,,樱花园三区 精装五居室 拎包入住 齐全家电,
阎村 燕化星城健德二里,高楼层/6层,整租,/zufang/42532889.html,2室1厅,距离地铁星城641米,东南,2100,简装,76.85平米,"近地铁,随时看,集中供暖",2019/3/4,燕化星城健德二里位置好出行方便,近30天带看  6  次
阎村 天恒乐活城北区,中楼层/6层,整租,/zufang/42531849.html,1室1厅,距离地铁阎村225米,南,2400,简装,48平米,"近地铁,随时看",2019/3/3,乐活城开间一居诚意出租,近30天带看  4  次
天通苑 天通苑东一区,高楼层/6层,整租,/zufang/42531294.html,2室1厅,距离地铁天通苑南1409米,南北,5300,简装,100平米,"近地铁,随时看",2019/3/5,板楼南北通透大两居室业主直租 长签 价可谈,近30天带看  3  次
金融街 丰汇园小区,高楼层/12层,整租,/zufang/42530300.html,2室1厅,距离地铁灵境胡同585米,西,10800,精装,66.2平米,"近地铁,随时看,拎包入住,集中供暖",2019/3/13,金融街 丰汇园小区 朝西开间 随时看 可长租,近30天带看  8  次
木樨园 永外果园,低楼层/18层,整租,/zufang/42527427.html,3室1厅,距离地铁木樨园449米,南西北,6200,简装,78.6平米,"近地铁,随时看,拎包入住,集中供暖",2019/3/6,三环路百荣旁 方仕通合生广场永外果园小区正规三居,近30天带看  1  次
黄村中 富强西里,中楼层/5层,整租,/zufang/42526567.html,2室1厅,距离地铁清源路461米,南北,3500,简装,62平米,"近地铁,拎包入住,集中供暖",2019/3/3,富强西里 两居室出租,近30天带看  1  次
窦店 田家园三区,低楼层/6层,整租,/zufang/42525768.html,3室2厅,近30天带看  3  次,南北,2500,精装,114平米,"随时看,集中供暖",,田家园三区，三居室，南北朝向，集中供暖,
霍营 华龙苑中里,顶层/6层,整租,/zufang/42524498.html,2室1厅,距离地铁回龙观东大街700米,南北,4500,简装,50平米,"近地铁,随时看,拎包入住,集中供暖",2019/3/4,8号13号线霍营站 华龙苑中里 正规两居室,近30天带看  6  次
建国门外 长安6号,低楼层/18层,整租,/zufang/42524344.html,1室1厅,距离地铁永安里789米,东,8000,精装,66.93平米,"近地铁,随时看,集中供暖",2019/3/3,国贸建外大街永安里 长安国际 loft出租随时看,近30天带看  1  次
鲁谷 六合园,顶层/6层,整租,/zufang/42524267.html,2室1厅,距离地铁八角游乐园1128米,南北,4800,简装,70平米,"近地铁,拎包入住,集中供暖",2019/3/6,"六合园两居室,整洁全齐，温馨舒适，看房方便",近30天带看  2  次
宋家庄 顶秀欣园西苑,低楼层/22层,整租,/zufang/42524236.html,1室1厅,距离地铁宋家庄697米,西,5500,精装,81.73平米,"近地铁,随时看,拎包入住,集中供暖",2019/3/4,宋家庄地铁口，顶秀西苑，正规一居室，价钱可议,近30天带看  1  次
西罗园 珠江骏景南区,高楼层/14层,整租,/zufang/42523906.html,1室1厅,距离地铁海户屯407米,西,5500,精装,72平米,近地铁,2019/3/9,珠江骏南区 干净大开间宽敞透亮！,近30天带看  3  次
燕山 东风北里,低楼层/4层,整租,/zufang/42523539.html,2室1厅,近30天带看  1  次,南北,1100,简装,43.65平米,集中供暖,,房山东风北里二居出租南北向家具家电全,
朝阳门内 禾风相府,中楼层/17层,整租,/zufang/42522303.html,2室1厅,距离地铁东四340米,东,15000,精装,85平米,"近地铁,随时看,拎包入住,集中供暖",2019/3/2,朝内大街 东四 禾风精装大两居 家电全齐,近30天带看  6  次
良乡 昊天嘉园,高楼层/6层,整租,/zufang/42522246.html,1室1厅,距离地铁良乡大学城西589米,东,2200,简装,31平米,"近地铁,随时看,可短租,集中供暖",2019/4/14,昊天嘉园正规迷你小居室,近30天带看  1  次
西罗园 汇达公寓,中楼层/26层,整租,/zufang/42522194.html,2室1厅,距离地铁木樨园825米,南,6600,精装,88平米,"近地铁,随时看,拎包入住,集中供暖",2019/3/2,业主直租！西罗园二区 汇达公寓 精装大两居 看房随时,近30天带看  5  次
枣园 彩虹新城,低楼层/18层,整租,/zufang/42522086.html,2室1厅,距离地铁枣园576米,南北,4600,精装,88平米,"近地铁,随时看",2019/3/2,精装全齐两居室，拎包入住，楼下物美地铁站,近30天带看  3  次
新华大街 中山大街,高楼层/6层,整租,/zufang/42521646.html,3室1厅,距离地铁通州北苑735米,南北,5000,简装,91平米,"近地铁,随时看,拎包入住,集中供暖",2019/3/5,北苑万达广场旁 中山大街 三居室 家具齐全 随时看房,近30天带看  2  次
旧宫 大城小镇,顶层/11层,整租,/zufang/42521013.html,3室1厅,近30天带看  3  次,南北,5300,简装,102平米,随时看,,精装全齐3居室，看房方便,
土桥 金隅78墅,底层/6层,整租,/zufang/42520565.html,7室1厅,距离地铁土桥581米,东南西北,20000,精装,400平米,"近地铁,随时看",2019/3/2,好房出租，近地铁，交通方便，大别墅,近30天带看  2  次
九棵树(家乐福) 旗舰凯旋,中楼层/6层,整租,/zufang/42520165.html,2室1厅,近30天带看  1  次,南北,4500,精装,89平米,随时看,,九棵树旗舰凯旋精装大两居，业主直租807直达国贸,
鲁谷 七星园,中楼层/19层,整租,/zufang/42519631.html,1室1厅,距离地铁八角游乐园939米,南西北,4600,简装,70平米,"近地铁,随时看,拎包入住,集中供暖",2019/3/4,鲁谷 七星园电梯楼的正规大一居室紧邻银河万达,近30天带看  3  次
枣园 兴康家园,高楼层/22层,整租,/zufang/42519413.html,2室1厅,近30天带看  2  次,南北,4300,精装,90平米,"随时看,集中供暖",,兴康家园两居室4300！！！！！！,
北苑 佳兴园,高楼层/16层,整租,/zufang/42519307.html,2室1厅,距离地铁北苑路北706米,东北,6800,精装,65.55平米,"近地铁,拎包入住,集中供暖",2019/3/28,精装两居室佳兴园小两居价格优惠 可谈 家电齐全临近地铁,近30天带看  3  次
长阳 梧杖爱,高楼层/11层,整租,/zufang/42519065.html,2室1厅,近30天带看  4  次,南北,3400,精装,94.52平米,"随时看,拎包入住",,长阳碧桂园二居出租，南北向，采光好，带电梯，楼层好,
房山城关 管道局社区,高楼层/6层,整租,/zufang/42518951.html,2室1厅,距离地铁房山城关1349米,南北,1500,简装,64平米,"近地铁,随时看",2019/3/2,管道局精装修两居室出售,近30天带看  1  次
长阳 熙悦山北区康泽路3号院,高楼层/21层,整租,/zufang/42518857.html,2室1厅,距离地铁长阳329米,南北,4300,精装,87.3平米,"近地铁,随时看",2019/3/4,熙悦山北区康泽路3号院二室一厅一卫,近30天带看  4  次
农展馆 朝阳公园西里北区,中楼层/6层,整租,/zufang/42518843.html,1室1厅,距离地铁枣营475米,南,5800,精装,45平米,"近地铁,随时看,拎包入住,集中供暖",2019/3/12,朝阳公园枣营北里麦子店街中信证券蓝色港湾精装修一居,近30天带看  5  次
八角 八角北路,顶层/6层,整租,/zufang/42518586.html,2室1厅,距离地铁八角游乐园1178米,南,4200,简装,50平米,"近地铁,集中供暖",2019/3/13,八角北路  两居便宜出租,近30天带看  2  次
管庄 管庄西里,低楼层/6层,整租,/zufang/42518326.html,2室1厅,距离地铁管庄1053米,南北,5000,精装,55.15平米,"近地铁,随时看,拎包入住,集中供暖",2019/3/2,管庄西里业主直租低楼层 南北通透两居,近30天带看  5  次
亚运村 慧忠北里第二社区,顶层/16层,整租,/zufang/42517923.html,1室1厅,距离地铁安立路568米,南,6500,简装,59平米,"近地铁,随时看,拎包入住,集中供暖",2019/3/24,朝阳区外国语 金色摇篮 慧忠北里社区,近30天带看  2  次
广渠门 幸福家园,中楼层/16层,整租,/zufang/42517825.html,1室1厅,距离地铁广渠门内277米,南,8200,精装,72平米,"近地铁,随时看,拎包入住,集中供暖",2019/3/2,幸福家园新上南向正规一居 看房随时,近30天带看  3  次
六里桥 莲宝路10号院,顶层/6层,整租,/zufang/42516505.html,2室1厅,距离地铁六里桥1054米,南北,5800,简装,79平米,"近地铁,随时看,拎包入住,集中供暖",2019/3/1,六里桥太平桥莲宝路10号院  两居室 南北通透 拎包入住,近30天带看  2  次
玉泉营 万年花城二期,高楼层/29层,整租,/zufang/42515927.html,1室1厅,距离地铁首经贸304米,北,5500,精装,47平米,"近地铁,随时看",2019/3/2,万年花城 10号线首经贸 家具全齐,近30天带看  1  次
科技园区 设计师广场,高楼层/26层,整租,/zufang/42515651.html,1室1厅,距离地铁丰台南路1018米,东南,4200,简装,50平米,"近地铁,集中供暖",2019/3/3,设计师广场 温馨一居 科技园 万达 温馨一居家具全齐,近30天带看  5  次
白纸坊 白广路西里,顶层/5层,整租,/zufang/42515010.html,2室1厅,距离地铁广安门内898米,东西,5800,精装,65平米,"近地铁,可短租,拎包入住,集中供暖",2019/3/2,广安门内牛街白广路西里精装两居室，采光好，拎包入住,近30天带看  2  次
国展 静安东里,中楼层/6层,整租,/zufang/42514004.html,3室1厅,距离地铁三元桥571米,南北,9000,简装,83平米,"近地铁,随时看",2019/3/5,国展 三元桥旁边 静安东里 精装三居室出租,近30天带看  2  次
房山城关 九洲兴达家园A区,底层/6层,整租,/zufang/42513635.html,2室1厅,近30天带看  2  次,南北,2100,简装,92.5平米,"随时看,拎包入住,集中供暖",,九洲A区南北向两居低楼层,
双井 天之骄子,高楼层/17层,整租,/zufang/42512787.html,3室2厅,近30天带看  2  次,东西,15000,精装,143平米,"近地铁,拎包入住,集中供暖",,双井站、天之骄子、150平、三居空房可办公、4月初期,
双井 富力城A区,低楼层/32层,整租,/zufang/42512744.html,1室1厅,距离地铁双井393米,西,15000,豪装,60.28平米,近地铁,2019/3/5,东三环 富力城A西向一居室 豪华装修,近30天带看  1  次
金融街 西城晶华,高楼层/7层,整租,/zufang/42512725.html,4室2厅,距离地铁西四745米,东南,35000,精装,181平米,"近地铁,随时看,拎包入住,集中供暖",2019/3/1,西城晶华，181平米，四居室，实拍照片,近30天带看  1  次
天通苑 天通苑西一区,中楼层/7层,整租,/zufang/42511958.html,3室1厅,距离地铁天通苑南378米,南北,8500,简装,129平米,"近地铁,随时看",2019/3/7,天通苑西一区精装三居室,近30天带看  1  次
阜成门 北露园,中楼层/6层,整租,/zufang/42511454.html,1室1厅,距离地铁车公庄西773米,南北,6600,精装,45平米,"近地铁,拎包入住,集中供暖",2019/2/28,北露园！精装一居、能长租，看房方便、紧邻图书大厦、外文局,近30天带看  1  次
良乡 行宫园三里,中楼层/6层,整租,/zufang/42511292.html,2室1厅,近30天带看  1  次,南北,2700,简装,72平米,集中供暖,,行宫三里+南北通透+采光通风良好,
和平里 交林夹道,中楼层/5层,整租,/zufang/42510692.html,1室1厅,近30天带看  3  次,南,5800,精装,40平米,近地铁,,交林夹道  一居室  看房提前约,
北苑 茉藜园,顶层/26层,整租,/zufang/42509658.html,2室1厅,距离地铁立水桥南861米,东,6000,精装,70平米,"近地铁,随时看,拎包入住,集中供暖",2019/3/29,精装两居室，高层，采光好，拎包入住，北苑家园茉藜园,近30天带看  4  次
潞苑 至善家园,中楼层/6层,整租,/zufang/42508011.html,4室2厅,近30天带看  2  次,南北,6000,精装,270平米,集中供暖,,通州北关环岛 至善270平米复式房 看房方便 等你来,
菜户营 鹏润家园,低楼层/31层,整租,/zufang/42507892.html,3室1厅,近30天带看  1  次,南,16500,精装,204平米,集中供暖,,菜户营 鹏润家园 欧式精装修三居室 长期出租,
通州北苑 世纪星城,底层/12层,整租,/zufang/42507762.html,5室2厅,距离地铁果园990米,南北,17000,简装,227平米,"近地铁,随时看,拎包入住,集中供暖",2019/2/28,业主直租 果园地铁 世纪星城 楼上楼下 五居室出租,近30天带看  2  次
长阳 加州水郡西区四期,顶层/15层,整租,/zufang/42507372.html,2室1厅,近30天带看  4  次,南,3600,简装,85.75平米,拎包入住,,加州水郡精装修干净全家具电器两居急租,
亦庄开发区 中信新城,高楼层/21层,整租,/zufang/42507316.html,2室1厅,近30天带看  3  次,南,4200,简装,75平米,随时看,,中信新城 两居室 南向 采光好,
常营 保利嘉园一号院,高楼层/11层,整租,/zufang/42507288.html,2室1厅,距离地铁常营866米,东南,6300,简装,70.3平米,"近地铁,随时看,拎包入住",2019/2/28,保利嘉园 业主自住2居室 家具家电齐全紧邻天街 随时可看,近30天带看  7  次
右安门内 信建里,底层/6层,整租,/zufang/42507251.html,2室1厅,距离地铁陶然亭515米,南北,6000,简装,57.97平米,"近地铁,集中供暖",2019/3/1,信建里两居室 拎包入住南北朝向 采光极好,近30天带看  7  次
常营 万象新天一区,高楼层/12层,整租,/zufang/42506830.html,2室1厅,距离地铁常营672米,南北,8200,精装,108平米,"近地铁,随时看,拎包入住,集中供暖",2019/3/1,"精装修，家具家电齐，集中供暖, 客厅带阳台, 可随时入住,",近30天带看  1  次
知春路 锦秋知春,高楼层/25层,整租,/zufang/42506441.html,1室1厅,距离地铁西土城491米,东,10000,精装,74平米,"近地铁,随时看",2019/3/3,知春路锦秋家园大一居 至真 太月 保利,近30天带看  1  次
西罗园 西罗园南里小区,中楼层/6层,整租,/zufang/42506292.html,2室1厅,距离地铁海户屯740米,南北,4800,精装,62平米,"近地铁,随时看",2019/2/28,甩租！木樨园！8+10号线地铁口！西罗园南里 精装两居,近30天带看  3  次
武夷花园 武夷花园牡丹园,低楼层/6层,整租,/zufang/42505973.html,2室1厅,近30天带看  1  次,南北,4500,精装,89平米,"随时看,拎包入住,集中供暖",,6号线，武夷花园牡丹园，交通方便，看房随时，拎包入住,
大兴其它 首座御园二期,高楼层/14层,整租,/zufang/42505573.html,3室2厅,近30天带看  1  次,南北,6800,精装,116平米,"随时看,集中供暖",,整租，首座御园二期3居室，南北通透精装修,
长阳 中铁国际花园3号院,高楼层/19层,整租,/zufang/42505340.html,3室1厅,近30天带看  2  次,南北,4500,精装,89.69平米,"近地铁,拎包入住",,国际花园三号院+南北通透+三居室+装修好+次顶层+家电全齐,
长阳 房山区天骄俊园,低楼层/6层,整租,/zufang/42505177.html,2室1厅,距离地铁广阳城773米,南北,3800,简装,90平米,"近地铁,随时看,拎包入住",2019/4/18,房山长阳 天骄俊园+低楼层+南北向+精装修+2居室+有钥匙,近30天带看  2  次
临河里 金隅花石匠,低楼层/13层,整租,/zufang/42504185.html,3室2厅,距离地铁土桥1052米,南北,5600,精装,100平米,"近地铁,随时看",2019/2/28,土桥，花石匠精装三居，看房方便,近30天带看  1  次
武夷花园 武夷花园综合楼,低楼层/13层,整租,/zufang/42503539.html,3室1厅,近30天带看  2  次,南北,5500,精装,114平米,"近地铁,随时看,拎包入住,集中供暖",,武夷花园 综合楼 南北通透三居室 精装修 随时看,
甘露园 新九楼,高楼层/16层,整租,/zufang/42503146.html,2室1厅,距离地铁青年路478米,南,6000,简装,70平米,"近地铁,拎包入住",2019/2/28,朝阳大悦城地铁6号线附近新九楼两居室出租,近30天带看  1  次
九棵树(家乐福) 阿尔法社区D区,中楼层/6层,整租,/zufang/42502940.html,2室1厅,近30天带看  1  次,南,4300,简装,90平米,"随时看,拎包入住",,阿尔法D区 半空两居室有钥匙看房方便 价格可聊,
垡头 金蝉北里,低楼层/18层,整租,/zufang/42501869.html,2室1厅,距离地铁欢乐谷景区735米,东北,6500,精装,93.9平米,"近地铁,随时看,拎包入住,集中供暖",2019/2/27,七号线欢乐谷金蝉北里精装修两居室家具齐全随时看房,近30天带看  4  次
黄村北 保利茉莉公馆,高楼层/20层,整租,/zufang/42501269.html,3室1厅,距离地铁高米店北208米,南北,7200,精装,110平米,"近地铁,拎包入住,集中供暖",2019/2/27,地铁四号线高米店北站保利茉莉公馆南向两居带阁楼,近30天带看  3  次
马驹桥 天鹅堡,中楼层/4层,整租,/zufang/42500150.html,3室2厅,近30天带看  1  次,南北,8300,简装,190平米,拎包入住,,马驹桥天鹅堡3+4叠上带车库，看房有钥匙,
新华大街 永顺南里2号院,顶层/6层,整租,/zufang/42499040.html,2室1厅,距离地铁通州北苑1287米,南北,3500,精装,70平米,"近地铁,随时看,拎包入住,集中供暖",2019/4/17,北关地铁站《永顺南里2号院》南北便宜两居租,近30天带看  3  次
红庙 金台北街,高楼层/16层,整租,/zufang/42497314.html,2室1厅,距离地铁金台路153米,南,5800,简装,58平米,"近地铁,随时看,拎包入住,集中供暖",2019/2/27,金台北街 朝南两居室 近地铁 随时看房采光好,近30天带看  6  次
亚运村小营 干杨树,底层/18层,整租,/zufang/42497263.html,2室1厅,距离地铁惠新西街北口364米,东南,10000,精装,98平米,"近地铁,随时看,拎包入住,集中供暖",2019/2/28,干杨树精装两居室  随时可看 拎包入住,近30天带看  2  次
酒仙桥 广播电视局宿舍,中楼层/5层,整租,/zufang/42496965.html,2室1厅,距离地铁东风北桥1159米,南北,6500,简装,68平米,"近地铁,拎包入住,集中供暖",2019/2/28,朝阳酒仙桥南十里居10号院,近30天带看  6  次
豆各庄 富力又一城B区,底层/21层,整租,/zufang/42495004.html,3室2厅,近30天带看  2  次,南北,20000,精装,170平米,随时看,,东五环 豆各庄 富力又一城 前后阳光房 带地下室100平,
科技园区 保温段,底层/6层,整租,/zufang/42491937.html,2室1厅,近30天带看  3  次,东西,4500,精装,62平米,随时看,,看丹桥总部基地科技园区保温段写字公园对面两居室,
潞苑 通瑞嘉苑,高楼层/28层,整租,/zufang/42490758.html,3室1厅,距离地铁通州北关1399米,南北,4800,精装,90平米,"近地铁,拎包入住,集中供暖",2019/2/28,业主直租，通瑞嘉苑三居室，看房电话联系,近30天带看  2  次
和平里 小黄庄一区,高楼层/6层,整租,/zufang/42490603.html,1室1厅,近30天带看  6  次,东北,5600,精装,41.3平米,"近地铁,随时看,集中供暖",,小黄庄一区业主直租，可随时看房，家具齐全！,
朝阳门 东大桥路,底层/14层,整租,/zufang/42490277.html,1室1厅,距离地铁东大桥755米,南,5800,简装,57.95平米,"近地铁,随时看",2019/3/6,东大桥 世贸天阶 芳草地 有钥匙,近30天带看  2  次
建国门外 长安6号,低楼层/18层,整租,/zufang/42489449.html,1室1厅,距离地铁永安里789米,南,8500,精装,56.15平米,"近地铁,集中供暖",2019/2/26,永安里地铁旁建外大街长安6号LOFT一居邻长安驿东方瑞景,近30天带看  2  次
管庄 管庄西里,顶层/6层,整租,/zufang/42489239.html,2室1厅,距离地铁管庄1053米,南北,5200,精装,58.32平米,"近地铁,集中供暖",2019/2/27,管庄西里南北通透两居 高楼层 精装,近30天带看  7  次
五道口 唐宁ONE,高楼层/33层,整租,/zufang/42488017.html,3室2厅,距离地铁五道口522米,东西,35000,精装,180平米,"近地铁,随时看",2019/2/27,五道口高端公寓龙湖唐宁精装大三居室 长期出租 看房联系,近30天带看  3  次
金融街 新文化街,高楼层/16层,整租,/zufang/42487888.html,2室1厅,近30天带看  6  次,西北,9000,简装,62.5平米,"近地铁,拎包入住,集中供暖",,金融街 新文化街 新上2居室出租 有钥匙,
房山城关 原香漫谷二区,高楼层/18层,整租,/zufang/42486969.html,3室1厅,距离地铁饶乐府105米,南北,2500,精装,94平米,"近地铁,随时看",2019/4/9,原香漫谷二区   三室一厅一卫,近30天带看  1  次
